Subject,Chapter,Type,Level,Topic,Board,Question,Question_img,Answer,Answer_img,Solution,Solution_Img,Explaination,Explaination_Img,Options
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},ChB '2019,"216.  নিচের তথ্যের আলোকে প্রশ্নের উত্তর দাও : 
<math>\frac{x^{2}}{256}-\frac{y^{2}}{225}=1</math> একটি অধিবৃত্তের সমীকরণ। 
উৎকেন্দ্রিকতার মান –?
",,"<math>\frac{\sqrt{481}}{16}</math>
",,"উৎকেন্দ্রিকতা, <math>e=\sqrt{1+\frac{b^{2}}{a^{2}}}=\sqrt{1+\frac{225}{256}}=\sqrt{\frac{256+225}{256}}=\frac{\sqrt{481}}{16}</math>
",,,,A. <math>\frac{\sqrt{481}}{16}</math>----B. <math>\frac{\sqrt{481}}{15}</math>----C. <math>\frac{\sqrt{31}}{16}</math>----D. <math>\frac{31}{16}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DB '2019,"217.  নিচের উদ্দীপকের আলোকে প্রশ্নের উত্তর দাও:
<math>9 x^{2}-4 y^{2}=36</math> এর -
উৎকেন্দ্রিকতা কোনটি?
",,"<math>\frac{\sqrt{13}}{2}</math>
",,"<math>9 x^{2}-4 y^{2}=36 \therefore \frac{x^{2}}{4}-\frac{y^{2}}{9}=1</math>
<math>\therefore</math> উৎকেন্দ্রিকতা <math>e=\sqrt{1+\frac{b^{2}}{a^{2}}}=\sqrt{1+\frac{9}{4}}=\frac{\sqrt{13}}{2}</math>
",,,,A. <math>\frac{\sqrt{13}}{2}</math>----B. <math>\frac{\sqrt{13}}{3}</math>----C. <math>\frac{\sqrt{5}}{3}</math>----D. <math>\frac{\sqrt{5}}{2}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DB '2019,"218.  নিচের উদ্দীপকের আলোকে প্রশ্নের উত্তর দাও:
<math>9 x^{2}-4 y^{2}=36</math> এর-
উপকেন্দ্রের স্থানাঙ্ক কোনটি?
",,"<math>(\pm \sqrt{13}, 0)</math>
",,"উপকেন্দ্র  <math>(\pm a e, 0)=\left(\pm 2 \times \frac{\sqrt{13}}{2}, 0\right)=(\pm \sqrt{13}, 0)</math>
",,,,"A. <math>(\pm \sqrt{13}, 0)</math>----B. <math>(0, \pm \sqrt{13})</math>----C. <math>(0, \pm \sqrt{5})</math>----D. <math>(\pm \sqrt{5}, 0)</math>"
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},AB '2018,"219.  <math>(x-1)^{2}=-4 y</math> কণিকটির জন্য কোনটি সত্য?
",,"


",https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2018.png?alt=media&token=19b0cb9d-86f7-45ad-8fe5-074b947c676c,"
",,,,https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2018.png?alt=media&token=19b0cb9d-86f7-45ad-8fe5-074b947c676c----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2019.png?alt=media&token=fe19b26e-7190-4c12-b296-00250a118258----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2020.png?alt=media&token=073a07f0-acba-4694-b8e0-ed50f0413133----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2021.png?alt=media&token=4068826e-b95b-47cb-b45c-1fe5a712b713
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},AB '2018,"220.  <math>y^{2}=-2 x^{}</math> পরাবৃত্তের-
i. উপকেন্দ্রিক লম্বের সমীকরণ <math>2x = 1</math>
ii. উপকেন্দ্রিক লম্বের দৈর্ঘ্য <math>2</math> একক
iii. উপকেন্দ্রের স্থানাঙ্ক <math>\left(-\frac{1}{2}, 0\right)</math>
নিচের কোনটি সঠিক? 
",,ii ও iii  ,,"
",,,,"A. i ও ii----B. i ও iii----C. ii ও iii----D. i, ii ও iii"
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},AB '2018,"221.  নিচের তথ্যের আলোকে প্রশ্নের উত্তর দাও : 
<math>\frac{x^{2}}{3}-\frac{y^{2}}{2}=1</math> একটি কণিকের সমীকরণ।
কণিকটির উৎকেন্দ্রিকতা নিচের কোনটি?
",,"<math>\frac{\sqrt{5}}{\sqrt{3}}</math>
",,"<math>\frac{x^{2}}{3}-\frac{y^{2}}{2}=1 \quad \therefore \frac{x^{2}}{(\sqrt{3})^{2}}-\frac{y^{2}}{(\sqrt{2})^{2}}=1</math>
কণিকটি একটি অধিবৃত্ত এবং এর উৎকেন্দ্রিকতা,
<math>e=\sqrt{1+\frac{2}{3}}=\sqrt{\frac{5}{3}}=\frac{\sqrt{5}}{\sqrt{3}}</math>
",,,,A. <math>\frac{\sqrt{13}}{2}</math>----B. <math>\frac{\sqrt{13}}{3}</math>----C. <math>\frac{\sqrt{5}}{\sqrt{2}}</math>----D. <math>\frac{\sqrt{5}}{\sqrt{3}}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},AB '2018,"222.  নিচের তথ্যের আলোকে প্রশ্নের উত্তর দাও : 
<math>\frac{x^{2}}{3}-\frac{y^{2}}{2}=1</math> একটি কণিকের সমীকরণ।
কণিকটির উপকেন্দ্রিক লম্বের দৈর্ঘ্য নিচের কোনটি?
",,"<math>\frac{4}{\sqrt{3}}</math>
",,"অধিবৃত্তটির উপকেন্দ্রিক লম্বের দৈর্ঘ্য <math>=2 \frac{(\sqrt{2})^{2}}{\sqrt{3}}=\frac{4}{\sqrt{3}}</math>
",,,,A. <math>9</math>----B. <math>3 \sqrt{2}</math>----C. <math>\frac{8}{3}</math>----D. <math>\frac{4}{\sqrt{3}}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},ChB '2017,"223.  কেন্দ্রবিহীন কণিক কোনটি?
",,"পরাবৃত্ত
",,"
",,,,A. বৃত্ত----B. পরাবৃত্ত----C. উপবৃত্ত----D. অধিবৃত্ত
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},RB '2017,"224.  <math>y=(x+2)^{2}</math> সমীকরণের লেখচিত্র কোনটি?
",,"


",https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%208.png?alt=media&token=026dd1d2-cd77-4e4e-96a5-6e2b4b8b63bf,"
",,,,https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%206.png?alt=media&token=cf64c0ce-83f0-4e9e-b873-3b701d325201----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%207.png?alt=media&token=eca358a9-3b24-416c-bf0e-b05a319089c9----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%208.png?alt=media&token=026dd1d2-cd77-4e4e-96a5-6e2b4b8b63bf----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%209.png?alt=media&token=927949e4-2941-4172-bc42-72f40d2e4e59
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},SB '2017,"225.  <math>y^{2}=-4 a x, a>0</math> পরাবৃত্তের লেখচিত্র কোনটি?
",,"


",https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2024.png?alt=media&token=834420de-ef52-42c5-9d91-5caebb5601e1,"
",,,,https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2022.png?alt=media&token=7681eadc-672a-4e1e-a30c-6cad4be5443f----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2023.png?alt=media&token=ca3089a5-1aa4-47e7-a1c3-0ba40be3620c----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2024.png?alt=media&token=834420de-ef52-42c5-9d91-5caebb5601e1----https://firebasestorage.googleapis.com/v0/b/q-bank-95803.appspot.com/o/images%2Fhsc%20math%202nd%20paper%206%20board%20mcq%2025.png?alt=media&token=1672cad5-1820-4b43-adf3-49b77f2d535c
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},BB '2017,"226.  option 1 *
",,"পরাবৃত্ত
",,"<math>x^{2}-4 x-2 y+1=0 \Rightarrow x^{2}-4 x=2 y-1 \Rightarrow x^{2}-4 x+4=2 y+3</math>
<math>\therefore(x-2)^{2}=4 \cdot \frac{1}{2}\left(y+\frac{3}{2}\right)</math>
সমীকরণটি একটি পরাবৃত্ত প্রকাশ কর ।
",,,,A. বৃত্ত----B. অধিবৃত্ত----C. পরাবৃত্ত----D. উপবৃত্ত
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},CB '2017,"227.  <math>3 x^{2}=12-4 y^{2}</math> সমীকরণটি কী নির্দেশ করে?
",,"উপবৃত্তের সমীকরণ
",,"<math>3 x^{2}=12-4 y^{2} \Rightarrow 3 x^{2}+4 y^{2}=12 \Rightarrow, \frac{x^{2}}{4}+\frac{y^{2}}{3}=1</math> [উভয়পক্ষে 12 দিয়ে ভাগ করে]
<math>\Rightarrow \frac{x^{2}}{2^{2}}+\frac{y^{2}}{(\sqrt{3})^{2}}=1 \text {, }</math> এটি একটি উপবৃত্ত।
",,,,A. বৃত্তের সমীকরণ----B. উপবৃত্তের সমীকরণ----C. পরাবৃত্তের সমীকরণ----D. অধিবৃত্তের সমীকরণ
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},ChB '2017,"228.  <math>x^{2}=-4 y</math> পরাবৃত্তের উপকেন্দ্রের স্থানাঙ্ক কত? |
",,"<math>(0,-1)</math>
",,"<math>x^{2}=-4 a y(a>0)</math> পরাবৃত্তের উপকেন্দ্রের স্থানাঙ্ক <math>(0,-a)</math>
<math>\therefore \mathrm{x}^{2}=-4.1 . \mathrm{y}</math> পরাবৃত্তের উপকেন্দ্রের স্থানাঙ্ক <math>(0, −1)</math>
",,,,"A. <math>(0,1)</math>----B. <math>(0,-1)</math>----C. <math>(1,0)</math>----D. <math>(-1,0)</math>"
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DiB '2017,"229.  <math>3 y^{2}-30 y+5 x+55=0</math> কণিকের উপকেন্দ্রের স্থানাঙ্ক কোনটি?
",,"<math>\left(\frac{43}{12}, 5\right)</math>
",,"<math>3 y^{2}-30 y+5 x+55=0 \Rightarrow (y-5)^{2}=\frac{-5}{3} x+\frac{20}{3}</math>
<math>\Rightarrow (y-5)^{2}=-4 \cdot \frac{5}{12}(x-4)</math>
<math>\therefore</math> উপকেন্দ্ৰ <math>y-5=0 ; x-4=\frac{-5}{12} \Rightarrow y=5, x=\frac{43}{12}</math>
",,,,"A. <math>\left(-\frac{53}{12}, 5\right)</math>----B. <math>\left(-\frac{43}{12}, 5\right)</math>----C. <math>\left(\frac{43}{12}, 5\right)</math>----D. <math>\left(\frac{53}{12}, 5\right)</math>"
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},JB '2017,"230.  <math>y^{2}=12 x</math> পরাবৃত্তের উপরিস্থিত বিন্দু <math>P</math> এর কোটি <math>12</math> হলে, <math>P</math> বিন্দুর উপকেন্দ্রিক দূরত্ব কত?
",,"<math>15</math>
",,"পরাবৃত্তের সমীকরণ, <math>y^{2}=12 x \Rightarrow y^{2}=4.3 \cdot x \quad \therefore=3</math>
<math>\therefore</math> উপকেন্দ্রিক দূরত্ব <math>=a+x=3+12=15</math>
",,,,A. <math>9</math>----B. <math>12</math>----C. <math>15</math>----D. <math>16</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},BB '2017,"231.  <math>x^{2}+8 y=0</math> কণিকের নিয়ামকের সমীকরণ কোনটি?
",,"<math>y-2=0</math>
",,"<math>x^{2}+8 y=0</math>
<math>\therefore x^{2}=-8 y=4 \cdot(-2) \cdot y</math> - ইহা একটি পরাবৃত্তের সমীকরণ।
নিয়ামকের সমীকরণ, <math>y-2=0</math>
",,,,A. <math>x-2=0</math>----B. <math>y-2=0</math>----C. <math>x+2=0</math>----D. <math>y+2=0</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},RB '2017,"232.  <math>3 x^{2}+2 y^{2}=6</math> কণিকের উৎকেন্দ্রিকতা এই <math>\frac{1}{\sqrt{3}}</math> হলে উপকেন্দ্র দুইটির স্থানাঙ্ক কত?
",,"<math>(0, \pm 1)</math>
",,"<math>3 x^{2}+2 y^{2}=6 \Rightarrow \frac{x^{2}}{2}+\frac{y^{2}}{3}=1</math>
<math>\therefore</math> উপকেন্দ্র দুইটির স্থানাঙ্ক <math>\left(0, \pm \sqrt{3} \times \frac{1}{\sqrt{3}}\right) \equiv(0, \pm 1)</math>
",,,,"A. <math>\left(\pm \frac{2}{\sqrt{3}}, 0\right)</math>----B. <math>\left(\pm \sqrt{\frac{2}{3}}, 0\right)</math>----C. <math>(0, \pm \sqrt{3})</math>----D. <math>(0, \pm 1)</math>"
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},BB '2017,"233.  <math>\frac{x^{2}}{a^{2}}-\frac{y^{2}}{9}=1</math>  সমীকরণ <math>(− 5, – 4)</math> বিন্দুগামী, <math>a^{2}</math> এর মান কত?
",,"<math>9</math>
",,"<math>\frac{x^{2}}{a^{2}}-\frac{y^{2}}{9}=1 \ldots \ldots \text { (i) }</math>
(i) নং সমীকরণটি <math>(− 5, – 4 )</math> বিন্দুগামী
<math>\therefore \frac{25}{a^{2}}-\frac{16}{9}=1 \Rightarrow \frac{25}{a^{2}}=1+\frac{16}{9} \Rightarrow \frac{25}{a^{2}}=\frac{25}{9} \quad \therefore a^{2}=9</math>
",,,,A. <math>9</math>----B. <math>3</math>----C. <math>\frac{1}{3}</math>----D. <math>\frac{1}{9}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DiB '2017,"234.  <math>y^{2}-2(x+3)^{2}=18</math> কণিকের নিয়ামকদ্বয়ের দূরত্ব কোনটি?
",,"<math>4 \sqrt{3}</math>
",,"<math>e=\sqrt{\frac{18+9}{18}}=\sqrt{\frac{3}{2}}</math>
নিয়ামকদ্বয়ের দূরত্ব <math>=\frac{2 b}{e}=\frac{2 \times 3 \sqrt{2}}{\frac{\sqrt{3}}{\sqrt{2}}}=4 \sqrt{3}</math>
",,,,A. <math>4 \sqrt{3}</math>----B. <math>4 \sqrt{2}</math>----C. <math>3 \sqrt{2}</math>----D. <math>2 \sqrt{3}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},SB '2017,"235.  <math>\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1</math> অধিবৃত্তের উপকেন্দ্রিক লম্বের দৈর্ঘ্য কোনটি ?
",,"<math>\frac{2 b^{2}}{a}</math>
",,"
",,,,A. <math>\frac{2 a^{2}}{b}</math>----B. <math>\frac{2 b^{2}}{a^{2}}</math>----C. <math>\frac{2 b^{2}}{a}</math>----D. <math>\frac{2 a^{2}}{b^{2}}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},RB '2017,"236.  <math>2 x^{2}+3 y^{2}=6</math> কণিকের—
i. বৃহদাক্ষের দৈর্ঘ্য <math>2 \sqrt{3}</math> একক
ii. ক্ষুদ্রতম অক্ষের দৈর্ঘ্য <math>2 \sqrt{2}</math> একক 
iii. উপকেন্দ্রিক লম্বের দৈর্ঘ্য <math>4 \sqrt{3}</math>
নিচের কোনটি সঠিক?
",,i ও ii ,,"<math>\begin{array}{l}2 x^{2}+3 y^{2}=6 \\\Rightarrow\frac{x^{2}}{3}+\frac{y^{2}}{2}=1\end{array}</math>
<math>\Rightarrow \frac{x^{2}}{(\sqrt{3})^{2}}+\frac{y^{2}}{(\sqrt{2})^{2}}=1</math> এখানে <math>a>b</math>
<math>\therefore</math> উপকেন্দ্রিক লম্বের দৈর্ঘ্য <math>=\frac{2 \times 2}{\sqrt{3}}=\frac{4}{\sqrt{3}}</math>
<math>\therefore</math> (iii) সঠিক নয় 
",,,,"A. i ও ii----B. i ও iii----C. ii ও iii----D. i, ii ও iii"
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DB '2017,"237.  <math>\frac{(x-1)^{2}}{9}+\frac{y^{2}}{16}=1</math> উপবৃত্তের— 
i. কেন্দ্রের স্থানাঙ্ক <math>( 1, 0 )</math>
ii. উপকেন্দ্রের স্থানাঙ্ক <math>(0, \pm \sqrt{7})</math>
iii. বৃহৎ অক্ষের দৈর্ঘ্য <math>8</math>
নিচের কোনটি সঠিক? 
",,i ও iii  ,,"<math>\frac{(x-1)^{2}}{9}+\frac{y^{2}}{16}=1</math> 
ধরি, 
<math>\begin{array}{l} X=x-1\\Y=y\end{array}</math>
<math>\begin{array}{l}\Rightarrow \frac{(x-1)^{2}}{(3)^{2}}+\frac{y^{2}}{(4)^{2}}=1\\\Rightarrow\frac{X^{2}}{(3)^{2}}+\frac{Y^{2}}{(4)^{2}}=1\end{array}</math>
(i) কেন্দ্রের স্থানাঙ্ক <math>X=0, Y=0 \Rightarrow x-1=0 \quad y=0</math>
<math>\Rightarrow x=1</math>
<math>(x, y)=(1,0)</math>
(ii) উৎকেন্দ্রিকতা,<math>e=\sqrt{1-\frac{a^{2}}{b^{2}}}=\sqrt{1-\frac{3^{2}}{4^{2}}}=\frac{\sqrt{7}}{4}</math>
<math>\therefore</math> উপকেন্দ্রের স্থানাঙ্ক
<math>X=0 ; \quad Y=\pm \text { be }</math>
<math>\begin{array}{l}\Rightarrow x-1=0 \Rightarrow y=\pm 4 \cdot \frac{\sqrt{7}}{4}=\pm \sqrt{7}\Rightarrow x=1\\\therefore \quad(x, y)={(1}, \pm \sqrt{7})\end{array}</math>
(iii) বৃহৎ অক্ষের দৈর্ঘ্য <math>=2 b=2 \times 4=8</math>
",,,,"A. i ও ii----B. ii ও iii----C. i ও iii----D. i, ii ও iii"
